Index,Highest Charting Position,Number of Times Charted,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration (ms),Valence,Chord
1513,107,1,Ring,6693229,Selena Gomez,28931149, pop,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.953,148776.0,0.871,D#/Eb
1513,107,1,Ring,6693229,Selena Gomez,28931149, post-teen pop,55.0,0.873,0.51,-5.35,0.0661,0.565,0.0738,110.953,148776.0,0.871,D#/Eb
1514,111,1,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149,dance pop,55.0,0.724,0.415,-8.408,0.0518,0.764,0.103,89.999,186459.0,0.328,G
1514,111,1,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149, pop,55.0,0.724,0.415,-8.408,0.0518,0.764,0.103,89.999,186459.0,0.328,G
1514,111,1,Crowded Room (feat. 6LACK),6483001,Selena Gomez,28931149, post-teen pop,55.0,0.724,0.415,-8.408,0.0518,0.764,0.103,89.999,186459.0,0.328,G
1515,119,1,People You Know,6255954,Selena Gomez,28931149,dance pop,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab
1515,119,1,People You Know,6255954,Selena Gomez,28931149, pop,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab
1515,119,1,People You Know,6255954,Selena Gomez,28931149, post-teen pop,54.0,0.695,0.62,-8.082,0.0521,0.0881,0.111,150.032,194900.0,0.62,G#/Ab
1519,161,1,Let Me Get Me,5356671,Selena Gomez,28931149,dance pop,51.0,0.826,0.571,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D
1519,161,1,Let Me Get Me,5356671,Selena Gomez,28931149, pop,51.0,0.826,0.571,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D
1519,161,1,Let Me Get Me,5356671,Selena Gomez,28931149, post-teen pop,51.0,0.826,0.571,-9.263,0.0426,0.249,0.215,121.06,189145.0,0.475,D
1520,166,1,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149,dance pop,52.0,0.583,0.777,-6.991,0.185,0.109,0.108,190.054,263306.0,0.31,A#/Bb
1520,166,1,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149, pop,52.0,0.583,0.777,-6.991,0.185,0.109,0.108,190.054,263306.0,0.31,A#/Bb
1520,166,1,A Sweeter Place (feat. Kid Cudi),5291134,Selena Gomez,28931149, post-teen pop,52.0,0.583,0.777,-6.991,0.185,0.109,0.108,190.054,263306.0,0.31,A#/Bb
1529,195,1,Cut You Off,4874380,Selena Gomez,28931149,dance pop,51.0,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017.0,0.842,F
1529,195,1,Cut You Off,4874380,Selena Gomez,28931149, pop,51.0,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017.0,0.842,F
1529,195,1,Cut You Off,4874380,Selena Gomez,28931149, post-teen pop,51.0,0.855,0.294,-8.676,0.286,0.3,0.091,139.745,182017.0,0.842,F
1530,196,1,Kinda Crazy,4866777,Selena Gomez,28931149,dance pop,49.0,0.691,0.446,-10.304,0.0472,0.484,0.183,93.03,212436.0,0.534,B
1530,196,1,Kinda Crazy,4866777,Selena Gomez,28931149, pop,49.0,0.691,0.446,-10.304,0.0472,0.484,0.183,93.03,212436.0,0.534,B
1530,196,1,Kinda Crazy,4866777,Selena Gomez,28931149, post-teen pop,49.0,0.691,0.446,-10.304,0.0472,0.484,0.183,93.03,212436.0,0.534,B
1546,128,1,Candy,5632102,Doja Cat,8671649,dance pop,71.0,0.689,0.516,-5.857,0.0444,0.513,0.163,124.876,190920.0,0.209,G#/Ab
1546,128,1,Candy,5632102,Doja Cat,8671649, pop,71.0,0.689,0.516,-5.857,0.0444,0.513,0.163,124.876,190920.0,0.209,G#/Ab
1552,195,1,New Rules,4630675,Dua Lipa,27167675,dance pop,79.0,0.762,0.7,-6.021,0.0694,0.00261,0.153,116.073,209320.0,0.608,A
1552,195,1,New Rules,4630675,Dua Lipa,27167675, pop,79.0,0.762,0.7,-6.021,0.0694,0.00261,0.153,116.073,209320.0,0.608,A
1556,199,1,Lover (Remix) [feat. Shawn Mendes],4595450,Taylor Swift,42227614, post-teen pop,70.0,0.448,0.603,-7.176,0.064,0.433,0.0862,205.272,221307.0,0.422,G
